payload,label
"POST /shipping/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 3456, ""address"": ""New York City"", ""method"": ""express"", ""delivery_instructions"": ""Leave at front door""}",0
"POST /account/delete HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""reason"": ""privacy"", ""confirmation"": true, ""delete_time"": ""2025-02-02T17:00:00""}",0
"POST /product/search HTTP/1.1\nContent-Type: application/json\n{""q"": ""laptop"", ""category"": ""electronics"", ""brand"": ""Dell"", ""price_range"": {""min"": 100, ""max"": 1500}, ""filters"": {""rating"": 4, ""availability"": ""in_stock""}}",0
"POST /discount/apply HTTP/1.1\nContent-Type: application/json\n{""order_id"": 456, ""discount_code"": ""SUMMER20"", ""total_before_discount"": 200.00, ""discount_amount"": 40.00, ""new_total"": 160.00}",0
"POST /event/register HTTP/1.1\nContent-Type: application/json\n{""event_id"": 123, ""user_id"": 5, ""attending"": true, ""event_details"": {""location"": ""NYC"", ""date"": ""2025-02-25"", ""time"": ""10:00 AM""}}",0
"POST /event/cancel HTTP/1.1\nContent-Type: application/json\n{""event_id"": 123, ""user_id"": 5, ""reason"": ""schedule_conflict""}",0
"POST /payment/verify HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 987654, ""status"": ""success"", ""amount_verified"": 199.99, ""payment_method"": ""credit_card""}",0
"POST /order/modify HTTP/1.1\nContent-Type: application/json\n{""order_id"": 1025, ""new_items"": [{""product_id"": 25, ""quantity"": 2}, {""product_id"": 50, ""quantity"": 1}], ""new_total"": 135.75, ""notes"": ""Modify order for extra items""}",0
"POST /address/add HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""address"": {""line_1"": ""1234 Oak Street"", ""city"": ""NY"", ""zipcode"": ""10001"", ""country"": ""USA""}, ""phone"": ""+123456789""}",0
"POST /address/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""address_id"": 1, ""new_address"": {""line_1"": ""5678 Pine Street"", ""city"": ""NY"", ""zipcode"": ""10002"", ""country"": ""USA""}, ""phone"": ""+987654321""}",0
"POST /address/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""address_id"": 1, ""reason"": ""moved""}",0
"POST /cart/checkout HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 10, ""payment_method"": ""credit_card"", ""shipping_address"": {""line_1"": ""456 Elm Street"", ""city"": ""NY"", ""zipcode"": ""10002"", ""country"": ""USA""}, ""coupon_code"": ""WINTERSALE""}",0
"POST /cart/clear HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 10, ""reason"": ""user_request""}",0
"POST /tracking/status HTTP/1.1\nContent-Type: application/json\n{""tracking_number"": ""123456789"", ""carrier"": ""ups"", ""current_location"": ""NYC, NY"", ""estimated_delivery"": ""2025-02-05"", ""status"": ""in_transit""}",0
"POST /referral/apply HTTP/1.1\nContent-Type: application/json\n{""referral_code"": ""NEWUSER20"", ""user_id"": 5, ""discount"": 20.00, ""applied_on_order"": 1234}",0
"POST /help/contact HTTP/1.1\nContent-Type: application/json\n{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""query"": ""How to track my order"", ""subject"": ""Order Tracking"", ""message"": ""Please provide details for tracking my recent order.""}",0
"POST /review/update HTTP/1.1\nContent-Type: application/json\n{""review_id"": 3456, ""updated_text"": ""Updated review, still satisfied but delivery was a bit late."", ""rating"": 4, ""date_updated"": ""2025-02-02""}",0
"POST /product/delete HTTP/1.1\nContent-Type: application/json\n{""product_id"": 123, ""reason"": ""discontinued""}",0
"POST /subscription/cancel HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""subscription_id"": 12345, ""reason"": ""no_longer_interested"", ""cancellation_date"": ""2025-02-02""}",0
"POST /discount/verify HTTP/1.1\nContent-Type: application/json\n{""discount_code"": ""HOLIDAY10"", ""order_id"": 345, ""total_amount"": 250.00, ""verified_discount"": 25.00}",0
"POST /user/preferences HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""email_notifications"": true, ""sms_notifications"": false, ""push_notifications"": true}",0
"POST /transaction/refund HTTP/1.1\nContent-Type: application/json\n{""transaction_id"": ""TX12345"", ""refund_amount"": 100.00, ""reason"": ""order_cancellation"", ""refunded_to"": ""credit_card""}",0
"POST /user/verify HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""verification_code"": ""ABC123"", ""email"": ""johndoe@example.com"", ""verification_type"": ""email""}",0
"POST /product/rate HTTP/1.1\nContent-Type: application/json\n{""product_id"": 50, ""rating"": 4, ""user_id"": 5, ""review_text"": ""Good quality, fast shipping!"", ""rating_details"": {""quality"": 4, ""value_for_money"": 4, ""ease_of_use"": 5}}",0
"POST /discount/validate HTTP/1.1\nContent-Type: application/json\n{""discount_code"": ""SUMMER2025"", ""items_in_cart"": [{""product_id"": 123, ""quantity"": 1}, {""product_id"": 456, ""quantity"": 2}], ""total_amount"": 225.00}",0
"POST /user/terms HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""accepted_terms"": true, ""terms_version"": ""v1.0"", ""accepted_on"": ""2025-02-02""}",0
"POST /order/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 6789, ""new_shipping_address"": {""line_1"": ""9876 Maple St"", ""city"": ""NY"", ""zipcode"": ""10003"", ""country"": ""USA""}, ""new_payment_method"": ""paypal""}",0
"PUT /user/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""first_name"": ""John"", ""last_name"": ""Smith"", ""email"": ""johnsmith@example.com"", ""phone"": ""+1234567890""}",0
"PUT /product/update HTTP/1.1\nContent-Type: application/json\n{""product_id"": 45, ""price"": 49.99, ""quantity"": 150, ""description"": ""Updated description of the product""}",0
"PUT /cart/update HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 21, ""product_id"": 33, ""quantity"": 5}",0
"PUT /order/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 120, ""status"": ""shipped"", ""shipping_address"": {""line_1"": ""56 Street"", ""city"": ""NY"", ""zipcode"": ""10001"", ""country"": ""USA""}}",0
"PUT /payment/update HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 7890, ""status"": ""pending"", ""amount"": 105.50}",0
"PUT /product/stock HTTP/1.1\nContent-Type: application/json\n{""product_id"": 101, ""stock_quantity"": 200, ""warehouse_location"": ""NY Warehouse""}",0
"PUT /address/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""address_id"": 5, ""new_address"": {""line_1"": ""789 Pine St"", ""city"": ""LA"", ""zipcode"": ""90001"", ""country"": ""USA""}}",0
"PUT /discount/update HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 10, ""discount_percentage"": 20, ""validity_period"": {""start_date"": ""2025-01-01"", ""end_date"": ""2025-12-31""}}",0
"PUT /order/modify HTTP/1.1\nContent-Type: application/json\n{""order_id"": 555, ""product_id"": 22, ""new_quantity"": 3}",0
"PUT /profile/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 7, ""bio"": ""Updated bio information"", ""profile_picture"": ""https://example.com/new-profile.jpg""}",0
"PUT /order/change_address HTTP/1.1\nContent-Type: application/json\n{""order_id"": 435, ""new_shipping_address"": {""line_1"": ""123 Elm St"", ""city"": ""NY"", ""zipcode"": ""10002"", ""country"": ""USA""}}",0
"PUT /user/settings HTTP/1.1\nContent-Type: application/json\n{""user_id"": 3, ""settings"": {""notifications"": true, ""dark_mode"": true}}",0
"PUT /product/details/update HTTP/1.1\nContent-Type: application/json\n{""product_id"": 99, ""description"": ""Updated product description"", ""price"": 199.99}",0
"PUT /cart/clear HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 25}",0
"PUT /wishlist/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""product_id"": 45, ""quantity"": 1}",0
"PUT /inventory/adjust HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10, ""quantity_adjustment"": -5}",0
"PUT /payment/card/update HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 567, ""card_number"": ""1234567890123456"", ""expiration_date"": ""2025-12-31"", ""cvv"": ""123""}",0
"PUT /notification/preferences HTTP/1.1\nContent-Type: application/json\n{""user_id"": 15, ""preferences"": {""email_notifications"": false, ""sms_notifications"": true}}",0
"PUT /order/mark_as_paid HTTP/1.1\nContent-Type: application/json\n{""order_id"": 678, ""payment_status"": ""completed""}",0
"PUT /shipping/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 876, ""carrier"": ""UPS"", ""tracking_number"": ""UPS12345""}",0
"PUT /user/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30}",0
"PUT /product/price HTTP/1.1\nContent-Type: application/json\n{""product_id"": 15, ""new_price"": 19.99}",0
"PUT /review/modify HTTP/1.1\nContent-Type: application/json\n{""review_id"": 102, ""new_rating"": 4, ""new_comment"": ""Updated comment""}",0
"PUT /order/cancel HTTP/1.1\nContent-Type: application/json\n{""order_id"": 1123, ""cancelation_reason"": ""wrong_product""}",0
"PUT /user/reset_password HTTP/1.1\nContent-Type: application/json\n{""user_id"": 4, ""new_password"": ""new_secure_password""}",0
"PUT /referral/update HTTP/1.1\nContent-Type: application/json\n{""referral_code"": ""NEWUSER2025"", ""user_id"": 12}",0
"DELETE /user/delete HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30}",0
"DELETE /product/delete HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10}",0
"DELETE /order/cancel HTTP/1.1\nContent-Type: application/json\n{""order_id"": 123}",0
"DELETE /cart/remove HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 15, ""product_id"": 22}",0
"DELETE /discount/remove HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 5}",0
"DELETE /review/delete HTTP/1.1\nContent-Type: application/json\n{""review_id"": 102}",0
"DELETE /subscription/cancel HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""subscription_id"": 55}",0
"DELETE /order/remove_item HTTP/1.1\nContent-Type: application/json\n{""order_id"": 200, ""product_id"": 15}",0
"DELETE /wishlist/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""product_id"": 11}",0
"DELETE /address/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""address_id"": 2}",0
"DELETE /order/remove HTTP/1.1\nContent-Type: application/json\n{""order_id"": 400}",0
"DELETE /user/logout HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""session_token"": ""abc123""}",0
"DELETE /cart/clear HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 25}",0
"DELETE /payment/cancel HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 12345}",0
"DELETE /product/stock HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10}",0
"DELETE /event/delete HTTP/1.1\nContent-Type: application/json\n{""event_id"": 1001}",0
"DELETE /coupon/remove HTTP/1.1\nContent-Type: application/json\n{""coupon_code"": ""DISCOUNT10""}",0
"DELETE /user/deactivate HTTP/1.1\nContent-Type: application/json\n{""user_id"": 25}",0
"DELETE /order/confirm_payment HTTP/1.1\nContent-Type: application/json\n{""order_id"": 500}",0
"DELETE /refund/remove HTTP/1.1\nContent-Type: application/json\n{""refund_id"": 1025}",0
"DELETE /product/tag HTTP/1.1\nContent-Type: application/json\n{""product_id"": 30, ""tag"": ""out_of_stock""}",0
"DELETE /discount/clear HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 15}",0
"DELETE /transaction/cancel HTTP/1.1\nContent-Type: application/json\n{""transaction_id"": 25}",0
"DELETE /user/preferences/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""preference_id"": 10}",0
"DELETE /notification/unsubscribe HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""notification_id"": 7}",0
"DELETE /cart/clear_all HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 8}",0
"DELETE /product/disable HTTP/1.1\nContent-Type: application/json\n{""product_id"": 1001}",0
"POST /login HTTP/1.1\nContent-Type: application/json\n{""email"": ""user@example.com"", ""password"": ""mypassword""}",0
"POST /signup HTTP/1.1\nContent-Type: application/json\n{""username"": ""newuser"", ""email"": ""newuser@example.com"", ""password"": ""securepassword""}",0
"POST /product/add HTTP/1.1\nContent-Type: application/json\n{""product_name"": ""Laptop"", ""category"": ""electronics"", ""price"": 1200, ""stock_quantity"": 30, ""tags"": [""tech"", ""gadgets""], ""description"": ""High-performance laptop.""}",0
"POST /order/create HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""product_id"": 20, ""quantity"": 2, ""payment_method"": ""credit_card"", ""shipping_address"": {""line_1"": ""123 Main St"", ""city"": ""NY"", ""zipcode"": ""10001""}}",0
"POST /cart/add HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""product_id"": 15, ""quantity"": 1}",0
"POST /order/return HTTP/1.1\nContent-Type: application/json\n{""order_id"": 105, ""product_id"": 15, ""return_reason"": ""defective""}",0
"POST /order/update_address HTTP/1.1\nContent-Type: application/json\n{""order_id"": 300, ""new_shipping_address"": {""line_1"": ""456 Oak St"", ""city"": ""LA"", ""zipcode"": ""90001""}}",0
"POST /review/submit HTTP/1.1\nContent-Type: application/json\n{""product_id"": 12, ""rating"": 4, ""review_text"": ""Great product!""}",0
"POST /user/preferences HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""preferences"": {""email_notifications"": true, ""sms_notifications"": false}}",0
"POST /payment/process HTTP/1.1\nContent-Type: application/json\n{""payment_method"": ""paypal"", ""amount"": 199.99, ""order_id"": 101}",0
"POST /user/logout HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""session_token"": ""xyz123""}",0
"POST /event/register HTTP/1.1\nContent-Type: application/json\n{""event_id"": 5, ""user_id"": 10, ""attendance_status"": ""confirmed""}",0
"POST /discount/apply HTTP/1.1\nContent-Type: application/json\n{""discount_code"": ""SUMMER20"", ""order_id"": 200}",0
"POST /subscription/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""new_plan"": ""premium""}",0
"POST /address/add HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""address"": {""line_1"": ""789 Maple St"", ""city"": ""NY"", ""zipcode"": ""10002""}}",0
"POST /wishlist/add HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""product_id"": 25}",0
"POST /order/status HTTP/1.1\nContent-Type: application/json\n{""order_id"": 400, ""status"": ""shipped""}",0
"POST /product/discount HTTP/1.1\nContent-Type: application/json\n{""product_id"": 55, ""discount_percentage"": 15}",0
"POST /profile/upload_picture HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""picture_url"": ""https://example.com/profile.jpg""}",0
"POST /order/confirm_payment HTTP/1.1\nContent-Type: application/json\n{""order_id"": 1001, ""payment_status"": ""completed""}",0
"POST /payment/refund HTTP/1.1\nContent-Type: application/json\n{""transaction_id"": ""TX12345"", ""amount"": 99.99}",0
"POST /product/details HTTP/1.1\nContent-Type: application/json\n{""product_id"": 45, ""include_reviews"": true}",0
"POST /user/verify HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""verification_code"": ""ABC123""}",0
GET / HTTP/1.1\nContent-Type: application/json\n{},0
GET /product/1 HTTP/1.1\nContent-Type: application/json\n{},0
GET /order/1234 HTTP/1.1\nContent-Type: application/json\n{},0
GET /user/profile HTTP/1.1\nContent-Type: application/json\n{},0
GET /products HTTP/1.1\nContent-Type: application/json\n{},0
GET /cart HTTP/1.1\nContent-Type: application/json\n{},0
GET /orders HTTP/1.1\nContent-Type: application/json\n{},0
"GET /order/track HTTP/1.1\nContent-Type: application/json\n{""order_id"": 100}",0
GET /user/settings HTTP/1.1\nContent-Type: application/json\n{},0
GET /reviews HTTP/1.1\nContent-Type: application/json\n{},0
"GET /products/search HTTP/1.1\nContent-Type: application/json\n{""query"": ""laptop""}",0
GET /wishlist HTTP/1.1\nContent-Type: application/json\n{},0
GET /category/electronics HTTP/1.1\nContent-Type: application/json\n{},0
GET /user/notifications HTTP/1.1\nContent-Type: application/json\n{},0
GET /shipping/rates HTTP/1.1\nContent-Type: application/json\n{},0
"GET /payment/status HTTP/1.1\nContent-Type: application/json\n{""payment_id"": ""TX123""}",0
"GET /order/details HTTP/1.1\nContent-Type: application/json\n{""order_id"": 1234}",0
"PUT /user/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""first_name"": ""John"", ""last_name"": ""Smith"", ""email"": ""johnsmith@example.com"", ""phone"": ""+1234567890"", ""token"": ""abc123xyz""}",0
"PUT /product/update HTTP/1.1\nContent-Type: application/json\n{""product_id"": 45, ""price"": 49.99, ""quantity"": 150, ""description"": ""Updated description of the product"", ""token"": ""abc123xyz""}",0
"PUT /cart/update HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 21, ""product_id"": 33, ""quantity"": 5, ""token"": ""abc123xyz""}",0
"PUT /order/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 120, ""status"": ""shipped"", ""shipping_address"": {""line_1"": ""56 Street"", ""city"": ""NY"", ""zipcode"": ""10001"", ""country"": ""USA""}, ""token"": ""abc123xyz""}",0
"PUT /payment/update HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 7890, ""status"": ""pending"", ""amount"": 105.50, ""token"": ""abc123xyz""}",0
"PUT /product/stock HTTP/1.1\nContent-Type: application/json\n{""product_id"": 101, ""stock_quantity"": 200, ""warehouse_location"": ""NY Warehouse"", ""token"": ""abc123xyz""}",0
"PUT /address/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""address_id"": 5, ""new_address"": {""line_1"": ""789 Pine St"", ""city"": ""LA"", ""zipcode"": ""90001"", ""country"": ""USA""}, ""token"": ""abc123xyz""}",0
"PUT /discount/update HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 10, ""discount_percentage"": 20, ""validity_period"": {""start_date"": ""2025-01-01"", ""end_date"": ""2025-12-31""}, ""token"": ""abc123xyz""}",0
"PUT /order/modify HTTP/1.1\nContent-Type: application/json\n{""order_id"": 555, ""product_id"": 22, ""new_quantity"": 3, ""token"": ""abc123xyz""}",0
"PUT /profile/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 7, ""bio"": ""Updated bio information"", ""profile_picture"": ""https://example.com/new-profile.jpg"", ""token"": ""abc123xyz""}",0
"PUT /order/change_address HTTP/1.1\nContent-Type: application/json\n{""order_id"": 435, ""new_shipping_address"": {""line_1"": ""123 Elm St"", ""city"": ""NY"", ""zipcode"": ""10002"", ""country"": ""USA""}, ""token"": ""abc123xyz""}",0
"PUT /user/settings HTTP/1.1\nContent-Type: application/json\n{""user_id"": 3, ""settings"": {""notifications"": true, ""dark_mode"": true}, ""token"": ""abc123xyz""}",0
"PUT /product/details/update HTTP/1.1\nContent-Type: application/json\n{""product_id"": 99, ""description"": ""Updated product description"", ""price"": 199.99, ""token"": ""abc123xyz""}",0
"PUT /cart/clear HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 25, ""token"": ""abc123xyz""}",0
"PUT /wishlist/update HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""product_id"": 45, ""quantity"": 1, ""token"": ""abc123xyz""}",0
"PUT /inventory/adjust HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10, ""quantity_adjustment"": -5, ""token"": ""abc123xyz""}",0
"PUT /payment/card/update HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 567, ""card_number"": ""1234567890123456"", ""expiration_date"": ""2025-12-31"", ""cvv"": ""123"", ""token"": ""abc123xyz""}",0
"PUT /notification/preferences HTTP/1.1\nContent-Type: application/json\n{""user_id"": 15, ""preferences"": {""email_notifications"": false, ""sms_notifications"": true}, ""token"": ""abc123xyz""}",0
"PUT /order/mark_as_paid HTTP/1.1\nContent-Type: application/json\n{""order_id"": 678, ""payment_status"": ""completed"", ""token"": ""abc123xyz""}",0
"PUT /shipping/update HTTP/1.1\nContent-Type: application/json\n{""order_id"": 876, ""carrier"": ""UPS"", ""tracking_number"": ""UPS12345"", ""token"": ""abc123xyz""}",0
"PUT /user/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""token"": ""abc123xyz""}",0
"PUT /product/price HTTP/1.1\nContent-Type: application/json\n{""product_id"": 15, ""new_price"": 19.99, ""token"": ""abc123xyz""}",0
"DELETE /user/delete HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""token"": ""abc123xyz""}",0
"DELETE /product/delete HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10, ""token"": ""abc123xyz""}",0
"DELETE /order/cancel HTTP/1.1\nContent-Type: application/json\n{""order_id"": 123, ""token"": ""abc123xyz""}",0
"DELETE /cart/remove HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 15, ""product_id"": 22, ""token"": ""abc123xyz""}",0
"DELETE /discount/remove HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 5, ""token"": ""abc123xyz""}",0
"DELETE /review/delete HTTP/1.1\nContent-Type: application/json\n{""review_id"": 102, ""token"": ""abc123xyz""}",0
"DELETE /subscription/cancel HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""subscription_id"": 55, ""token"": ""abc123xyz""}",0
"DELETE /order/remove_item HTTP/1.1\nContent-Type: application/json\n{""order_id"": 200, ""product_id"": 15, ""token"": ""abc123xyz""}",0
"DELETE /wishlist/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""product_id"": 11, ""token"": ""abc123xyz""}",0
"DELETE /address/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""address_id"": 2, ""token"": ""abc123xyz""}",0
"DELETE /order/remove HTTP/1.1\nContent-Type: application/json\n{""order_id"": 400, ""token"": ""abc123xyz""}",0
"DELETE /user/logout HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""session_token"": ""abc123xyz"", ""token"": ""abc123xyz""}",0
"DELETE /cart/clear HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 25, ""token"": ""abc123xyz""}",0
"DELETE /payment/cancel HTTP/1.1\nContent-Type: application/json\n{""payment_id"": 12345, ""token"": ""abc123xyz""}",0
"DELETE /product/stock HTTP/1.1\nContent-Type: application/json\n{""product_id"": 10, ""token"": ""abc123xyz""}",0
"DELETE /event/delete HTTP/1.1\nContent-Type: application/json\n{""event_id"": 1001, ""token"": ""abc123xyz""}",0
"DELETE /coupon/remove HTTP/1.1\nContent-Type: application/json\n{""coupon_code"": ""DISCOUNT10"", ""token"": ""abc123xyz""}",0
"DELETE /user/deactivate HTTP/1.1\nContent-Type: application/json\n{""user_id"": 25, ""token"": ""abc123xyz""}",0
"DELETE /order/confirm_payment HTTP/1.1\nContent-Type: application/json\n{""order_id"": 500, ""token"": ""abc123xyz""}",0
"DELETE /refund/remove HTTP/1.1\nContent-Type: application/json\n{""refund_id"": 1025, ""token"": ""abc123xyz""}",0
"DELETE /product/tag HTTP/1.1\nContent-Type: application/json\n{""product_id"": 30, ""tag"": ""out_of_stock"", ""token"": ""abc123xyz""}",0
"DELETE /discount/clear HTTP/1.1\nContent-Type: application/json\n{""discount_id"": 15, ""token"": ""abc123xyz""}",0
"DELETE /transaction/cancel HTTP/1.1\nContent-Type: application/json\n{""transaction_id"": 25, ""token"": ""abc123xyz""}",0
"DELETE /user/preferences/remove HTTP/1.1\nContent-Type: application/json\n{""user_id"": 12, ""preference_id"": 10, ""token"": ""abc123xyz""}",0
"DELETE /notification/unsubscribe HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""notification_id"": 7, ""token"": ""abc123xyz""}",0
DELETE /cart/clear_all HTTP/1.1\nContent-Type,0
"POST /user/register HTTP/1.1\nContent-Type: application/json\n{""first_name"": ""John"", ""last_name"": ""Doe"", ""email"": ""john.doe@example.com"", ""password"": ""password123"", ""token"": ""abc123xyz""}",0
"POST /product/create HTTP/1.1\nContent-Type: application/json\n{""name"": ""New Product"", ""price"": 199.99, ""stock_quantity"": 100, ""description"": ""A newly launched product"", ""token"": ""abc123xyz""}",0
"POST /order/create HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""product_id"": 12, ""quantity"": 2, ""payment_method"": ""credit_card"", ""shipping_address"": {""line_1"": ""123 Elm St"", ""city"": ""NY"", ""zipcode"": ""10001"", ""country"": ""USA""}, ""token"": ""abc123xyz""}",0
"POST /payment/charge HTTP/1.1\nContent-Type: application/json\n{""order_id"": 555, ""payment_amount"": 299.99, ""payment_method"": ""paypal"", ""token"": ""abc123xyz""}",0
"POST /cart/add HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 20, ""product_id"": 99, ""quantity"": 1, ""token"": ""abc123xyz""}",0
"POST /order/place HTTP/1.1\nContent-Type: application/json\n{""user_id"": 10, ""product_id"": 50, ""quantity"": 3, ""shipping_address"": {""line_1"": ""456 Oak St"", ""city"": ""LA"", ""zipcode"": ""90002"", ""country"": ""USA""}, ""payment_method"": ""credit_card"", ""token"": ""abc123xyz""}",0
"POST /user/login HTTP/1.1\nContent-Type: application/json\n{""email"": ""john.doe@example.com"", ""password"": ""password123"", ""token"": ""abc123xyz""}",0
"POST /notification/send HTTP/1.1\nContent-Type: application/json\n{""user_id"": 15, ""message"": ""Your order has been shipped"", ""token"": ""abc123xyz""}",0
"POST /subscription/subscribe HTTP/1.1\nContent-Type: application/json\n{""user_id"": 9, ""plan_id"": 2, ""token"": ""abc123xyz""}",0
"POST /review/submit HTTP/1.1\nContent-Type: application/json\n{""product_id"": 45, ""user_id"": 10, ""rating"": 5, ""review_text"": ""Excellent product!"", ""token"": ""abc123xyz""}",0
"POST /discount/create HTTP/1.1\nContent-Type: application/json\n{""discount_code"": ""WINTERSALE"", ""discount_percentage"": 20, ""valid_from"": ""2025-01-01"", ""valid_to"": ""2025-12-31"", ""token"": ""abc123xyz""}",0
"POST /cart/checkout HTTP/1.1\nContent-Type: application/json\n{""cart_id"": 7, ""payment_method"": ""credit_card"", ""token"": ""abc123xyz""}",0
"POST /order/update_status HTTP/1.1\nContent-Type: application/json\n{""order_id"": 400, ""status"": ""shipped"", ""token"": ""abc123xyz""}",0
"POST /wishlist/add HTTP/1.1\nContent-Type: application/json\n{""user_id"": 8, ""product_id"": 25, ""token"": ""abc123xyz""}",0
"POST /user/logout HTTP/1.1\nContent-Type: application/json\n{""user_id"": 15, ""session_token"": ""abc123xyz"", ""token"": ""abc123xyz""}",0
"POST /payment/add_card HTTP/1.1\nContent-Type: application/json\n{""user_id"": 5, ""card_number"": ""1234567890123456"", ""expiration_date"": ""12/25"", ""cvv"": ""123"", ""token"": ""abc123xyz""}",0
"POST /user/update_profile HTTP/1.1\nContent-Type: application/json\n{""user_id"": 30, ""bio"": ""Updated bio"", ""profile_picture"": ""https://example.com/profile.jpg"", ""token"": ""abc123xyz""}",0
"POST /product/review HTTP/1.1\nContent-Type: application/json\n{""product_id"": 2, ""review_text"": ""Great product!"", ""rating"": 4, ""token"": ""abc123xyz""}",0
GET /user/profile HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json,0
GET /product/list HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json,0
"GET /order/status HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""order_id"": 250}",0
"GET /cart/details HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""cart_id"": 10}",0
GET /discounts HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json,0
"GET /notification/history HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""user_id"": 12}",0
"GET /order/history HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""user_id"": 25}",0
"GET /product/details HTTP/1.1\nAuthorization: Bearer abc123xyz\nContent-Type: application/json\n{""product_id"": 15}",0
